catalog	schema	table	column	type	nullable	length	remarks
MFGPROD	PUB	ca_mstr	ca_nxt_act	varchar	1	80	
MFGPROD	PUB	ca_mstr	ca_so_nbr	varchar	1	80	
MFGPROD	PUB	ca_mstr	ca_name	varchar	1	30	
MFGPROD	PUB	ca_mstr	ca_phone	varchar	1	30	
MFGPROD	PUB	ca_mstr	ca_problem	varchar	1	80	
MFGPROD	PUB	ca_mstr	ca_resolve	varchar	1	80	
MFGPROD	PUB	ca_mstr	ca_pri	integer	1	10	
MFGPROD	PUB	ca_mstr	ca_desc	varchar	1	80	
MFGPROD	PUB	ca_mstr	ca_evt_date	date	1	10	
MFGPROD	PUB	ca_mstr	ca_evt_tim	integer	1	10	
MFGPROD	PUB	ca_mstr	ca_cmtindx	integer	1	10	
MFGPROD	PUB	ca_mstr	ca__chr01	varchar	1	80	
MFGPROD	PUB	ca_mstr	ca__chr02	varchar	1	80	
MFGPROD	PUB	ca_mstr	ca__chr03	varchar	1	80	
MFGPROD	PUB	ca_mstr	ca__chr04	varchar	1	80	
MFGPROD	PUB	ca_mstr	ca__chr05	varchar	1	80	
MFGPROD	PUB	ca_mstr	ca__dec01	numeric	1	38	
MFGPROD	PUB	ca_mstr	ca__chr06	varchar	1	80	
MFGPROD	PUB	ca_mstr	ca__chr07	varchar	1	80	
MFGPROD	PUB	ca_mstr	ca__chr08	varchar	1	80	
MFGPROD	PUB	ca_mstr	ca__chr09	varchar	1	80	
MFGPROD	PUB	ca_mstr	ca__chr10	varchar	1	80	
MFGPROD	PUB	ca_mstr	ca__dte01	date	1	10	
MFGPROD	PUB	ca_mstr	ca__dte02	date	1	10	
MFGPROD	PUB	ca_mstr	ca__dte03	date	1	10	
MFGPROD	PUB	ca_mstr	ca__dte04	date	1	10	
MFGPROD	PUB	ca_mstr	ca__dte05	date	1	10	
MFGPROD	PUB	ca_mstr	ca__dec02	numeric	1	38	
MFGPROD	PUB	ca_mstr	ca__dec03	numeric	1	38	
MFGPROD	PUB	ca_mstr	ca__log01	bit	1	1	
MFGPROD	PUB	ca_mstr	ca__log02	bit	1	1	
MFGPROD	PUB	ca_mstr	ca__log03	bit	1	1	
MFGPROD	PUB	ca_mstr	ca__log04	bit	1	1	
MFGPROD	PUB	ca_mstr	ca__log05	bit	1	1	
MFGPROD	PUB	ca_mstr	ca_area	varchar	1	80	
MFGPROD	PUB	ca_mstr	ca_trv_dist	integer	1	10	
MFGPROD	PUB	ca_mstr	ca_trv_um	varchar	1	30	
MFGPROD	PUB	ca_mstr	ca_sv_code	varchar	1	80	
MFGPROD	PUB	ca_mstr	ca_from_que	varchar	1	80	
MFGPROD	PUB	ca_mstr	ca_snt_date	date	1	10	
MFGPROD	PUB	ca_mstr	ca_snt_time	integer	1	10	
MFGPROD	PUB	ca_mstr	ca_rma_nbr	varchar	1	80	
MFGPROD	PUB	ca_mstr	ca_code	varchar	1	80	
MFGPROD	PUB	ca_mstr	ca_seq	integer	1	10	
MFGPROD	PUB	ca_mstr	ca_nxt_time	varchar	1	30	
MFGPROD	PUB	ca_mstr	ca_evt_time	varchar	1	30	
MFGPROD	PUB	ca_mstr	ca_opn_date	date	1	10	
MFGPROD	PUB	ca_mstr	ca_opn_time	varchar	1	80	
MFGPROD	PUB	ca_mstr	ca_ref	integer	1	10	
MFGPROD	PUB	ca_mstr	ca_time_log	numeric	1	38	
MFGPROD	PUB	ca_mstr	ca_cls_date	date	1	10	
MFGPROD	PUB	ca_mstr	ca_cls_time	varchar	1	30	
MFGPROD	PUB	ca_mstr	ca_contract	varchar	1	80	
MFGPROD	PUB	ca_mstr	ca_severity	varchar	1	80	
MFGPROD	PUB	ca_mstr	ca_cline	integer	1	10	
MFGPROD	PUB	ca_mstr	ca_to_que	varchar	1	80	
MFGPROD	PUB	ca_mstr	ca_billed	bit	1	1	
MFGPROD	PUB	ca_mstr	ca_sr	varchar	1	80	
MFGPROD	PUB	ca_mstr	ca_activity	bit	1	1	
MFGPROD	PUB	ca_mstr	ca_ecmtindx	integer	1	10	
MFGPROD	PUB	ca_mstr	ca_po_nbr	varchar	1	30	
MFGPROD	PUB	ca_mstr	ca__qadc04	varchar	1	80	
MFGPROD	PUB	ca_mstr	ca_user1	varchar	1	80	
MFGPROD	PUB	ca_mstr	ca_user2	varchar	1	80	
MFGPROD	PUB	ca_mstr	ca_category	varchar	1	80	
MFGPROD	PUB	ca_mstr	ca_cmmt_mod	bit	1	1	
MFGPROD	PUB	ca_mstr	ca_created	varchar	1	30	
MFGPROD	PUB	ca_mstr	ca_date_stmp	date	1	10	
MFGPROD	PUB	ca_mstr	ca_eng_area	varchar	1	80	
MFGPROD	PUB	ca_mstr	ca_eng_group	varchar	1	80	
MFGPROD	PUB	ca_mstr	ca__qadc06	varchar	1	80	
MFGPROD	PUB	ca_mstr	ca_est_time	varchar	1	30	
MFGPROD	PUB	ca_mstr	ca_es_nbr	varchar	1	80	
MFGPROD	PUB	ca_mstr	ca_es_seq	integer	1	10	
MFGPROD	PUB	ca_mstr	ca_eu_date	date	1	10	
MFGPROD	PUB	ca_mstr	ca_eu_time	varchar	1	30	
MFGPROD	PUB	ca_mstr	ca_int_type	varchar	1	80	
MFGPROD	PUB	ca_mstr	ca__qadi01	integer	1	10	
MFGPROD	PUB	ca_mstr	ca_rev	varchar	1	30	
MFGPROD	PUB	ca_mstr	ca_rp_bom	varchar	1	30	
MFGPROD	PUB	ca_mstr	ca_rp_route	varchar	1	30	
MFGPROD	PUB	ca_mstr	ca_site	varchar	1	80	
MFGPROD	PUB	ca_mstr	ca_time_stmp	varchar	1	30	
MFGPROD	PUB	ca_mstr	ca_trv_time	varchar	1	30	
MFGPROD	PUB	ca_mstr	ca__qadc05	varchar	1	80	
MFGPROD	PUB	ca_mstr	ca_schedule_ca	bit	1	1	
MFGPROD	PUB	ca_mstr	ca_3rd_party	bit	1	1	
MFGPROD	PUB	ca_mstr	ca_3rd_party_id	varchar	1	30	
MFGPROD	PUB	ca_mstr	ca_ack_cmtindx	integer	1	10	
MFGPROD	PUB	ca_mstr	ca_ack_letter	bit	1	1	
MFGPROD	PUB	ca_mstr	ca_comp_date	date	1	10	
MFGPROD	PUB	ca_mstr	ca_comp_time	varchar	1	30	
MFGPROD	PUB	ca_mstr	ca_cr_terms	varchar	1	80	
MFGPROD	PUB	ca_mstr	ca_curr	varchar	1	30	
MFGPROD	PUB	ca_mstr	ca_recorded	bit	1	1	
MFGPROD	PUB	ca_mstr	ca_ex_rate	numeric	1	38	
MFGPROD	PUB	ca_mstr	ca_fn_nbr	varchar	1	80	
MFGPROD	PUB	ca_mstr	ca_inc_stats	bit	1	1	
MFGPROD	PUB	ca_mstr	ca_printed	bit	1	1	
MFGPROD	PUB	ca_mstr	ca_pr_list	varchar	1	80	
MFGPROD	PUB	ca_mstr	ca_qo_cmtindx	integer	1	10	
MFGPROD	PUB	ca_mstr	ca_quote	bit	1	1	
MFGPROD	PUB	ca_mstr	ca_quote_price	numeric	1	38	
MFGPROD	PUB	ca_mstr	ca_rc_site	varchar	1	80	
MFGPROD	PUB	ca_mstr	ca_resolve_desc	varchar	1	80	
MFGPROD	PUB	ca_mstr	ca_res_cmtidx	integer	1	10	
MFGPROD	PUB	ca_mstr	ca_ship_to	varchar	1	80	
MFGPROD	PUB	ca_mstr	ca_sq_nbr	varchar	1	80	
MFGPROD	PUB	ca_mstr	ca_suspended	bit	1	1	
MFGPROD	PUB	ca_mstr	ca_svc_type	varchar	1	30	
MFGPROD	PUB	ca_mstr	ca_taxable	bit	1	1	
MFGPROD	PUB	ca_mstr	ca_taxc	varchar	1	30	
MFGPROD	PUB	ca_mstr	ca_waiting_parts	bit	1	1	
MFGPROD	PUB	ca_mstr	ca_bill	varchar	1	80	
MFGPROD	PUB	ca_mstr	ca_ent_ex	numeric	1	20	
MFGPROD	PUB	ca_mstr	ca_inv_draft	bit	1	1	
MFGPROD	PUB	ca_mstr	ca_tax_env	varchar	1	30	
MFGPROD	PUB	ca_mstr	ca_repair_ctr	bit	1	1	
MFGPROD	PUB	ca_mstr	ca_lang	varchar	1	30	
MFGPROD	PUB	ca_mstr	ca_tax_date	date	1	10	
MFGPROD	PUB	ca_mstr	ca_quote_exp	date	1	10	
MFGPROD	PUB	ca_mstr	ca_rrc_nbr	varchar	1	80	
MFGPROD	PUB	ca_mstr	ca_rrc_seq	integer	1	10	
MFGPROD	PUB	ca_mstr	ca__qadc03	varchar	1	80	
MFGPROD	PUB	ca_mstr	ca__qadi02	integer	1	10	
MFGPROD	PUB	ca_mstr	ca__qadi03	integer	1	10	
MFGPROD	PUB	ca_mstr	ca__qadd01	numeric	1	38	
MFGPROD	PUB	ca_mstr	ca__qadd02	numeric	1	38	
MFGPROD	PUB	ca_mstr	ca__qadd03	numeric	1	38	
MFGPROD	PUB	ca_mstr	ca_eu_changed	bit	0	1	
MFGPROD	PUB	ca_mstr	ca__qadl02	bit	1	1	
MFGPROD	PUB	ca_mstr	ca__qadl03	bit	1	1	
MFGPROD	PUB	ca_mstr	ca__qadt01	date	1	10	
MFGPROD	PUB	ca_mstr	ca__qadt02	date	1	10	
MFGPROD	PUB	ca_mstr	ca__qadt03	date	1	10	
MFGPROD	PUB	ca_mstr	ca_mod_userid	varchar	1	80	
MFGPROD	PUB	ca_mstr	ca_mod_date	date	1	10	
MFGPROD	PUB	ca_mstr	ca_customer	varchar	1	80	
MFGPROD	PUB	ca_mstr	ca_tax_usage	varchar	1	80	
MFGPROD	PUB	ca_mstr	ca_tax_pct	numeric	1	38	
MFGPROD	PUB	ca_mstr	ca_quote_nbr	varchar	1	80	
MFGPROD	PUB	ca_mstr	ca_fix_rate	bit	1	1	
MFGPROD	PUB	ca_mstr	ca_channel	varchar	1	80	
MFGPROD	PUB	ca_mstr	ca_ex_rate2	numeric	0	38	
MFGPROD	PUB	ca_mstr	ca_ex_ratetype	varchar	0	80	
MFGPROD	PUB	ca_mstr	ca_exru_seq	integer	0	10	
MFGPROD	PUB	ca_mstr	ca__qadl04	bit	1	1	
MFGPROD	PUB	ca_mstr	ca_end_date	date	1	10	
MFGPROD	PUB	ca_mstr	ca_start_date	date	1	10	
MFGPROD	PUB	ca_mstr	ca_prj_nbr	varchar	0	80	
MFGPROD	PUB	ca_mstr	ca_def_ws	varchar	0	80	
MFGPROD	PUB	ca_mstr	ca_upd_isb	bit	0	1	
MFGPROD	PUB	ca_mstr	ca_domain	varchar	0	8	
MFGPROD	PUB	ca_mstr	oid_ca_mstr	numeric	0	38	
MFGPROD	PUB	ca_mstr	ca_model	varchar	0	30	
MFGPROD	PUB	cac_ctrl	cac_nbr	integer	1	10	
MFGPROD	PUB	cac_ctrl	cac_user1	varchar	1	80	
MFGPROD	PUB	cac_ctrl	cac_user2	varchar	1	80	
MFGPROD	PUB	cac_ctrl	cac__qadi01	integer	1	10	
MFGPROD	PUB	cac_ctrl	cac__qadc01	varchar	1	80	
MFGPROD	PUB	cac_ctrl	cac__qadc02	varchar	1	80	
MFGPROD	PUB	cac_ctrl	cac__qadl01	bit	1	1	
MFGPROD	PUB	cac_ctrl	cac__qadl02	bit	1	1	
MFGPROD	PUB	cac_ctrl	cac_mod_userid	varchar	1	80	
MFGPROD	PUB	cac_ctrl	cac_mod_date	date	1	10	
MFGPROD	PUB	cac_ctrl	cac_upd_isb	bit	1	1	
MFGPROD	PUB	cac_ctrl	cac_quote	integer	1	10	
MFGPROD	PUB	cac_ctrl	cac_quote_days	integer	1	10	
MFGPROD	PUB	cac_ctrl	cac_quote_pre	varchar	1	30	
MFGPROD	PUB	cac_ctrl	cac_quote_que	varchar	1	80	
MFGPROD	PUB	cac_ctrl	cac_ex_ratetype	varchar	0	80	
MFGPROD	PUB	cac_ctrl	cac_domain	varchar	0	8	
MFGPROD	PUB	cac_ctrl	oid_cac_ctrl	numeric	0	38	
MFGPROD	PUB	cac_ctrl	cac_mulskill_wnd	bit	0	1	
MFGPROD	PUB	cah_hist	cah_nbr	varchar	1	80	
MFGPROD	PUB	cah_hist	cah_nxt_date	date	1	10	
MFGPROD	PUB	cah_hist	cah_que	varchar	1	80	
MFGPROD	PUB	cah_hist	cah_assign	varchar	1	80	
MFGPROD	PUB	cah_hist	cah_enter_by	varchar	1	80	
MFGPROD	PUB	cah_hist	cah_status	varchar	1	80	
MFGPROD	PUB	cah_hist	cah_type	varchar	1	80	
MFGPROD	PUB	cah_hist	cah_part	varchar	1	30	
MFGPROD	PUB	cah_hist	cah_serial	varchar	1	50	
MFGPROD	PUB	cah_hist	cah_nxt_act	varchar	1	80	
MFGPROD	PUB	cah_hist	cah_name	varchar	1	30	
MFGPROD	PUB	cah_hist	cah_phone	varchar	1	30	
MFGPROD	PUB	cah_hist	cah_problem	varchar	1	80	
MFGPROD	PUB	cah_hist	cah_pri	integer	1	10	
MFGPROD	PUB	cah_hist	cah_desc	varchar	1	80	
MFGPROD	PUB	cah_hist	cah_evt_date	date	1	10	
MFGPROD	PUB	cah_hist	cah_cmtindx	integer	1	10	
MFGPROD	PUB	cah_hist	cah_sv_code	varchar	1	80	
MFGPROD	PUB	cah_hist	cah__chr01	varchar	1	80	
MFGPROD	PUB	cah_hist	cah__chr02	varchar	1	80	
MFGPROD	PUB	cah_hist	cah__chr03	varchar	1	80	
MFGPROD	PUB	cah_hist	cah__chr04	varchar	1	80	
MFGPROD	PUB	cah_hist	cah__chr05	varchar	1	80	
MFGPROD	PUB	cah_hist	cah__dec01	numeric	1	38	
MFGPROD	PUB	cah_hist	cah__chr06	varchar	1	80	
MFGPROD	PUB	cah_hist	cah__chr07	varchar	1	80	
MFGPROD	PUB	cah_hist	cah__chr08	varchar	1	80	
MFGPROD	PUB	cah_hist	cah__chr09	varchar	1	80	
MFGPROD	PUB	cah_hist	cah__chr10	varchar	1	80	
MFGPROD	PUB	cah_hist	cah__dte01	date	1	10	
MFGPROD	PUB	cah_hist	cah__dte02	date	1	10	
MFGPROD	PUB	cah_hist	cah__dte03	date	1	10	
MFGPROD	PUB	cah_hist	cah__dte04	date	1	10	
MFGPROD	PUB	cah_hist	cah__dte05	date	1	10	
MFGPROD	PUB	cah_hist	cah__dec02	numeric	1	38	
MFGPROD	PUB	cah_hist	cah__dec03	numeric	1	38	
MFGPROD	PUB	cah_hist	cah__log01	bit	1	1	
MFGPROD	PUB	cah_hist	cah__log02	bit	1	1	
MFGPROD	PUB	cah_hist	cah__log03	bit	1	1	
MFGPROD	PUB	cah_hist	cah__log04	bit	1	1	
MFGPROD	PUB	cah_hist	cah__log05	bit	1	1	
MFGPROD	PUB	cah_hist	cah_area	varchar	1	80	
MFGPROD	PUB	cah_hist	cah_trv_dist	integer	1	10	
MFGPROD	PUB	cah_hist	cah_trv_um	varchar	1	30	
MFGPROD	PUB	cah_hist	cah_from_que	varchar	1	80	
MFGPROD	PUB	cah_hist	cah_snt_date	date	1	10	
MFGPROD	PUB	cah_hist	cah_snt_time	integer	1	10	
MFGPROD	PUB	cah_hist	cah_code	varchar	1	80	
MFGPROD	PUB	cah_hist	cah_seq	integer	1	10	
MFGPROD	PUB	cah_hist	cah_evt_time	varchar	1	30	
MFGPROD	PUB	cah_hist	cah_nxt_time	varchar	1	30	
MFGPROD	PUB	cah_hist	cah_time_log	numeric	1	38	
MFGPROD	PUB	cah_hist	cah_billed	bit	1	1	
MFGPROD	PUB	cah_hist	cah_resolve	varchar	1	80	
MFGPROD	PUB	cah_hist	cah_severity	varchar	1	80	
MFGPROD	PUB	cah_hist	cah_user1	varchar	1	80	
MFGPROD	PUB	cah_hist	cah_user2	varchar	1	80	
MFGPROD	PUB	cah_hist	cah_category	varchar	1	80	
MFGPROD	PUB	cah_hist	cah_cmmt_mod	bit	1	1	
MFGPROD	PUB	cah_hist	cah_date_stmp	date	1	10	
MFGPROD	PUB	cah_hist	cah_eng_area	varchar	1	80	
MFGPROD	PUB	cah_hist	cah_eng_group	varchar	1	80	
MFGPROD	PUB	cah_hist	cah_escalate	varchar	1	30	
MFGPROD	PUB	cah_hist	cah_es_nbr	varchar	1	80	
MFGPROD	PUB	cah_hist	cah_es_seq	integer	1	10	
MFGPROD	PUB	cah_hist	cah_eu_nbr	varchar	1	80	
MFGPROD	PUB	cah_hist	cah_int_type	varchar	1	80	
MFGPROD	PUB	cah_hist	cah_opn_date	date	1	10	
MFGPROD	PUB	cah_hist	cah_ref	integer	1	10	
MFGPROD	PUB	cah_hist	cah_time_stmp	varchar	1	30	
MFGPROD	PUB	cah_hist	cah__chr11	varchar	1	80	
MFGPROD	PUB	cah_hist	cah_contract	varchar	1	80	
MFGPROD	PUB	cah_hist	cah_eu_date	date	1	10	
MFGPROD	PUB	cah_hist	cah_eu_time	varchar	1	30	
MFGPROD	PUB	cah_hist	cah__qadc01	varchar	1	80	
MFGPROD	PUB	cah_hist	cah__qadc02	varchar	1	80	
MFGPROD	PUB	cah_hist	cah__qadc03	varchar	1	80	
MFGPROD	PUB	cah_hist	cah__qadd01	numeric	1	38	
MFGPROD	PUB	cah_hist	cah__qadd02	numeric	1	38	
MFGPROD	PUB	cah_hist	cah__qadd03	numeric	1	38	
MFGPROD	PUB	cah_hist	cah__qadi01	integer	1	10	
MFGPROD	PUB	cah_hist	cah__qadi02	integer	1	10	
MFGPROD	PUB	cah_hist	cah__qadi03	integer	1	10	
MFGPROD	PUB	cah_hist	cah__qadl01	bit	1	1	
MFGPROD	PUB	cah_hist	cah__qadl02	bit	1	1	
MFGPROD	PUB	cah_hist	cah__qadl03	bit	1	1	
MFGPROD	PUB	cah_hist	cah__qadt01	date	1	10	
MFGPROD	PUB	cah_hist	cah__qadt02	date	1	10	
MFGPROD	PUB	cah_hist	cah__qadt03	date	1	10	
MFGPROD	PUB	cah_hist	cah_domain	varchar	0	8	
MFGPROD	PUB	cah_hist	oid_cah_hist	numeric	0	38	
MFGPROD	PUB	cal_det	cal_ref	varchar	1	80	
MFGPROD	PUB	cal_det	cal_wkctr	varchar	1	80	
MFGPROD	PUB	cal_det	cal_mch	varchar	1	80	
MFGPROD	PUB	cal_det	cal_start	date	1	10	
MFGPROD	PUB	cal_det	cal_end	date	1	10	
MFGPROD	PUB	cal_det	cal_hours	numeric	1	38	
MFGPROD	PUB	cal_det	cal_user1	varchar	1	80	
MFGPROD	PUB	cal_det	cal_user2	varchar	1	80	
MFGPROD	PUB	cal_det	cal_shift1	numeric	1	38	
MFGPROD	PUB	cal_det	cal_shift2	numeric	1	38	
MFGPROD	PUB	cal_det	cal_shift3	numeric	1	38	
MFGPROD	PUB	cal_det	cal_shift4	numeric	1	38	
MFGPROD	PUB	cal_det	cal_site	varchar	1	80	
MFGPROD	PUB	cal_det	cal__qadc01	varchar	1	80	
MFGPROD	PUB	cal_det	cal_domain	varchar	0	8	
MFGPROD	PUB	cal_det	oid_cal_det	numeric	0	38	
MFGPROD	PUB	caq_mstr	caq_que	varchar	1	80	
MFGPROD	PUB	caq_mstr	caq_desc	varchar	1	80	
MFGPROD	PUB	caq_mstr	caq_area	varchar	1	80	
MFGPROD	PUB	caq_mstr	caq_node	varchar	1	30	
MFGPROD	PUB	caq_mstr	caq__chr01	varchar	1	80	
MFGPROD	PUB	caq_mstr	caq__chr02	varchar	1	80	
MFGPROD	PUB	caq_mstr	caq__chr03	varchar	1	80	
MFGPROD	PUB	caq_mstr	caq__log01	bit	1	1	
MFGPROD	PUB	caq_mstr	caq__log02	bit	1	1	
MFGPROD	PUB	caq_mstr	caq__dte01	date	1	10	
MFGPROD	PUB	caq_mstr	caq__dte02	date	1	10	
MFGPROD	PUB	caq_mstr	caq__dec01	numeric	1	38	
MFGPROD	PUB	caq_mstr	caq__dec02	numeric	1	38	
MFGPROD	PUB	caq_mstr	caq_user1	varchar	1	80	
MFGPROD	PUB	caq_mstr	caq_user2	varchar	1	80	
MFGPROD	PUB	caq_mstr	caq_3rd_party	bit	0	1	
MFGPROD	PUB	caq_mstr	caq_area_pri	bit	0	1	
MFGPROD	PUB	caq_mstr	caq_area_sc	bit	0	1	
MFGPROD	PUB	caq_mstr	caq_create_bom	bit	0	1	
MFGPROD	PUB	caq_mstr	caq_create_rte	bit	0	1	
MFGPROD	PUB	caq_mstr	caq_create_wo	bit	0	1	
MFGPROD	PUB	caq_mstr	caq_default_rte	varchar	0	80	
MFGPROD	PUB	caq_mstr	caq_field	bit	0	1	
MFGPROD	PUB	caq_mstr	caq_prob_pri	bit	0	1	
MFGPROD	PUB	caq_mstr	caq_depot	bit	1	1	
MFGPROD	PUB	caq_mstr	caq_file_type	varchar	1	80	
MFGPROD	PUB	caq_mstr	caq_domain	varchar	0	8	
MFGPROD	PUB	caq_mstr	oid_caq_mstr	numeric	0	38	
MFGPROD	PUB	cas_mstr	cas_status	varchar	1	80	
MFGPROD	PUB	cas_mstr	cas_desc	varchar	1	80	
MFGPROD	PUB	cas_mstr	cas_id	integer	1	10	
MFGPROD	PUB	cas_mstr	cas_prog	varchar	1	30	
MFGPROD	PUB	cas_mstr	cas_req	bit	1	1	
MFGPROD	PUB	cas_mstr	cas_nxt_stat	varchar	1	80	
MFGPROD	PUB	cas_mstr	cas__chr01	varchar	1	80	
MFGPROD	PUB	cas_mstr	cas__chr02	varchar	1	80	
MFGPROD	PUB	cas_mstr	cas__log01	bit	1	1	
MFGPROD	PUB	cas_mstr	cas__log02	bit	1	1	
MFGPROD	PUB	cas_mstr	cas__dte01	date	1	10	
MFGPROD	PUB	cas_mstr	cas__dte02	date	1	10	
MFGPROD	PUB	cas_mstr	cas__dec01	numeric	1	38	
MFGPROD	PUB	cas_mstr	cas__dec02	numeric	1	38	
MFGPROD	PUB	cas_mstr	cas__chr03	varchar	1	80	
MFGPROD	PUB	cas_mstr	cas_user1	varchar	1	80	
MFGPROD	PUB	cas_mstr	cas_user2	varchar	1	80	
MFGPROD	PUB	cas_mstr	cas_field	bit	1	1	
MFGPROD	PUB	cas_mstr	cas_hold	bit	1	1	
MFGPROD	PUB	cas_mstr	cas_review	bit	1	1	
MFGPROD	PUB	cas_mstr	cas_wait	bit	1	1	
MFGPROD	PUB	cas_mstr	cas_file_type	varchar	1	30	
MFGPROD	PUB	cas_mstr	cas_nxt_que	varchar	1	80	
MFGPROD	PUB	cas_mstr	cas__qadc01	varchar	1	80	
MFGPROD	PUB	cas_mstr	cas__qadc02	varchar	1	80	
MFGPROD	PUB	cas_mstr	cas__qadl01	bit	1	1	
MFGPROD	PUB	cas_mstr	cas__qadl02	bit	1	1	
MFGPROD	PUB	cas_mstr	cas_mod_userid	varchar	1	80	
MFGPROD	PUB	cas_mstr	cas_mod_date	date	1	10	
MFGPROD	PUB	cas_mstr	cas_domain	varchar	0	8	
MFGPROD	PUB	cas_mstr	oid_cas_mstr	numeric	0	38	
MFGPROD	PUB	cb_mstr	cb_batch	varchar	1	80	
MFGPROD	PUB	cb_mstr	cb_line	integer	1	10	
MFGPROD	PUB	cb_mstr	cb_type	varchar	1	30	
MFGPROD	PUB	cb_mstr	cb_amt	numeric	1	38	
MFGPROD	PUB	cb_mstr	cb_ref	varchar	1	30	
MFGPROD	PUB	cb_mstr	cb_ex_rate	numeric	1	38	
MFGPROD	PUB	cb_mstr	cb_user1	varchar	1	80	
MFGPROD	PUB	cb_mstr	cb_user2	varchar	1	80	
MFGPROD	PUB	cb_mstr	cb_curr	varchar	1	30	
MFGPROD	PUB	cb_mstr	cb_ent_ex	numeric	1	20	
MFGPROD	PUB	cb_mstr	cb_curr_amt	numeric	1	38	
MFGPROD	PUB	cb_mstr	cb__qadc01	varchar	1	80	
MFGPROD	PUB	cb_mstr	cb_ex_rate2	numeric	0	38	
MFGPROD	PUB	cb_mstr	cb_ex_ratetype	varchar	0	80	
MFGPROD	PUB	cb_mstr	cb_exru_seq	integer	0	10	
MFGPROD	PUB	cb_mstr	cb_subtype	varchar	0	30	
MFGPROD	PUB	cb_mstr	cb_domain	varchar	0	8	
MFGPROD	PUB	cb_mstr	oid_cb_mstr	numeric	0	38	
MFGPROD	PUB	cc_mstr	cc_ctr	varchar	1	30	
MFGPROD	PUB	cc_mstr	cc_desc	varchar	1	80	
MFGPROD	PUB	cc_mstr	cc_user1	varchar	1	80	
MFGPROD	PUB	cc_mstr	cc_user2	varchar	1	80	
MFGPROD	PUB	cc_mstr	cc_active	bit	1	1	
MFGPROD	PUB	cc_mstr	cc__qadc01	varchar	1	80	
MFGPROD	PUB	cc_mstr	cc_domain	varchar	0	8	
MFGPROD	PUB	cc_mstr	oid_cc_mstr	numeric	0	38	
MFGPROD	PUB	ccc_ctrl	ccc__qadi02	integer	0	10	
MFGPROD	PUB	ccc_ctrl	ccc_cc_appserver_name	varchar	0	30	
MFGPROD	PUB	ccc_ctrl	ccc_cc_hold_status	varchar	0	30	
MFGPROD	PUB	ccc_ctrl	ccc_cc_auth_exp_days	integer	0	10	
MFGPROD	PUB	ccc_ctrl	ccc_cc_auto_capture	bit	0	1	
MFGPROD	PUB	ccc_ctrl	ccc_mod_userid	varchar	0	80	
MFGPROD	PUB	ccc_ctrl	ccc_mod_date	date	0	10	
MFGPROD	PUB	ccc_ctrl	ccc_user1	varchar	1	80	
MFGPROD	PUB	ccc_ctrl	ccc_user2	varchar	1	80	
MFGPROD	PUB	ccc_ctrl	ccc__qadc01	varchar	1	80	
MFGPROD	PUB	ccc_ctrl	ccc__qadi01	integer	1	10	
MFGPROD	PUB	ccc_ctrl	ccc__qadd01	numeric	1	38	
MFGPROD	PUB	ccc_ctrl	ccc__qadl01	bit	1	1	
MFGPROD	PUB	ccc_ctrl	ccc__qadt01	date	1	10	
MFGPROD	PUB	ccc_ctrl	ccc__qadc02	varchar	1	80	
MFGPROD	PUB	ccc_ctrl	ccc__qadc03	varchar	1	80	
MFGPROD	PUB	ccc_ctrl	ccc__qadc04	varchar	1	80	
MFGPROD	PUB	ccc_ctrl	ccc__qadc05	varchar	1	80	
MFGPROD	PUB	ccc_ctrl	ccc_domain	varchar	0	8	
MFGPROD	PUB	ccc_ctrl	oid_ccc_ctrl	numeric	0	38	
MFGPROD	PUB	ccd_mstr	ccd_ca_nbr	varchar	1	80	
MFGPROD	PUB	ccd_mstr	ccd_type	varchar	1	80	
MFGPROD	PUB	ccd_mstr	ccd_eng_code	varchar	1	80	
MFGPROD	PUB	ccd_mstr	ccd_hours	numeric	1	38	
MFGPROD	PUB	ccd_mstr	ccd_problem	varchar	1	80	
MFGPROD	PUB	ccd_mstr	ccd__chr01	varchar	1	80	
MFGPROD	PUB	ccd_mstr	ccd__chr02	varchar	1	80	
MFGPROD	PUB	ccd_mstr	ccd__chr03	varchar	1	80	
MFGPROD	PUB	ccd_mstr	ccd__chr04	varchar	1	80	
MFGPROD	PUB	ccd_mstr	ccd__chr05	varchar	1	80	
MFGPROD	PUB	ccd_mstr	ccd__chr06	varchar	1	80	
MFGPROD	PUB	ccd_mstr	ccd__chr07	varchar	1	80	
MFGPROD	PUB	ccd_mstr	ccd__chr08	varchar	1	80	
MFGPROD	PUB	ccd_mstr	ccd_cause	varchar	1	80	
MFGPROD	PUB	ccd_mstr	ccd_resolution	varchar	1	80	
MFGPROD	PUB	ccd_mstr	ccd_serial	varchar	1	50	
MFGPROD	PUB	ccd_mstr	ccd_date	varchar	1	80	
MFGPROD	PUB	ccd_mstr	ccd_part	varchar	1	30	
MFGPROD	PUB	ccd_mstr	ccd_sys_ser	varchar	1	30	
MFGPROD	PUB	ccd_mstr	ccd_sys_part	varchar	1	30	
MFGPROD	PUB	ccd_mstr	ccd_cmtindx	integer	1	10	
MFGPROD	PUB	ccd_mstr	ccd_line	integer	1	10	
MFGPROD	PUB	ccd_mstr	ccd_user1	varchar	1	80	
MFGPROD	PUB	ccd_mstr	ccd_user2	varchar	1	80	
MFGPROD	PUB	ccd_mstr	ccd_itm_line	integer	1	10	
